نماد	p/e	بازار	گروه
فنفت	34.08	4	27
ارفع	6.21	2	27
فمراد	-73.85	1	27
فخاس	21.68	1	27
فاما	8.52	1	28
فبيرا	10.89	4	28
فاذر	51.53	1	28
فاراك	25.27	1	28
فلامي	12.41	1	28
چدن	6.78	1	28
فبستم	32.52	4	28
فجوش	-0.42	4	28
فنرژي	-1.61	4	28
فجام	17.74	1	28
لبوتان	24.22	1	29
تكشا	20.75	1	29
تكمبا	59.45	1	29
تپمپي	15.62	1	29
لسرما	22.19	1	29
لخانه	37.07	4	29
وتوشه	8.65	1	29
لازما	-64.2	4	29
لابسا	18.41	1	29
تمحركه	112.67	1	29
تايرا	8.57	1	29
لخزر	15.22	1	29
تكنو	209.93	1	29
تفيرو	-16.27	4	29
بسويچ	17.02	1	31
بتك	216.73	4	31
بايكا	-14.58	4	31
نيرو	12.8	4	31
بموتو	7.33	1	31
بكاب	76.49	1	31
بنيرو	13.18	1	31
بشهاب	12.88	1	31
بكام	77.17	1	31
بالبر	50.54	1	31
بترانس	16.45	1	31
لپارس	35.71	1	32
لپيام	52.33	4	32
لكما	-34.04	4	32
خچرخش	119.12	1	34
خكاوه	-0.87	4	34
خمحور	66.08	1	34
خاهن	41.05	1	34
خديزل	6.82	2	34
خمحركه	43.4	1	34
خكمك	1629.33	1	34
خريخت	-36.67	1	34
خفناور	-131.58	4	34
خزر	33.29	1	34
خاور	-0.59	4	34
خساپا	-1.21	1	34
خرينگ	178	1	34
خوساز	201.06	1	34
خموتور	35.64	1	34
خزاميا	-13.17	1	34
خاذين	-18.18	1	34
خليبل	-0.89	4	34
ختور	20.15	1	34
ختوقا	123.13	1	34
خفنر	42.24	1	34
ورنا	15.65	1	34
تشتاد	-87.1	4	34
خودرو	-1.04	1	34
خمهر	-7.72	1	34
خگستر	280.94	1	34
خشرق	509.88	1	34
خنصير	41.97	1	34
ختراك	16.94	1	34
خپارس	-1.36	1	34
خلنت	19.15	1	34
خپويش	10.37	1	34
خكار	23.34	1	34
خبهمن	6.88	1	34
قشرين	131.56	4	38
قلرست	28.34	1	38
قصفها	15.74	1	38
قنقش	35.12	4	38
قپيرا	20	1	38
قشير	36.9	2	38
قمرو	16.66	1	38
قشهد	17.09	1	38
قچار	17.97	2	38
قشكر	293.08	1	38
قثابت	361.42	1	38
قاروم	3.23	4	38
قنيشا	17.96	1	38
قهكمت	10.56	1	38
قزوين	11.51	1	38
وصندوق	4.98	1	39
وبانك	5.22	1	39
واميد	7.85	1	39
وغدير	8.59	1	39
ونيرو	20.4	1	40
بكهنوج	-21.64	2	40
دماوند	57.52	2	40
مبين	4.74	1	40
وهور	25.96	2	40
بفجر	5.96	1	40
بمپنا	37.98	2	40
بزاگرس	25.64	2	40
بجهرم	137.94	2	40
غصينو	14.73	4	42
غپينو	18.22	1	42
غدام	17.07	1	42
غچين	21.53	1	42
غالبر	23.22	1	42
غنيلي	-49.19	2	42
غويتا	19.72	2	42
غشاذر	42.84	1	42
غگلستا	84.59	2	42
غشهد	3.17	1	42
غشوكو	23.91	4	42
غيوان	-24.15	4	42
غبهنوش	52.58	1	42
غدشت	104.96	1	42
غپآذر	44.2	2	42
غاذر	20.23	1	42
غفارس	58.22	2	42
غسالم	45.55	1	42
غمهرا	30.2	1	42
غمارگ	17.1	1	42
غمينو	14.6	2	42
غشصفا	18.86	1	42
غپاك	-46.28	1	42
غگل	20.07	1	42
غپونه	13.63	4	42
غديس	15.63	2	42
غگلپا	19.51	2	42
غگرجي	20.88	1	42
تبرك	9.45	2	42
وبشهر	10.6	1	42
غشان	38.68	1	42
غشهداب	7.22	2	42
خودكفا	28.08	4	42
غگز	-18.68	2	42
غبشهر	12.22	1	42
بهپاك	14.43	2	42
دالبر	12.54	1	43
دشيري	8.87	4	43
دجابر	12.32	1	43
دروز	86.24	1	43
دسانكو	70.6	2	43
داسوه	10.8	1	43
دشيمي	24.84	1	43
درهآور	42.34	2	43
شتهران	8.17	4	43
دتهران‌	8.95	4	43
دعبيد	41	1	43
دسينا	14.79	1	43
دقاضي	19.06	4	43
دسبحان	10.72	1	43
تيپيكو	8.64	1	43
بركت	68.77	1	43
دلقما	45.03	1	43
دابور	10.69	1	43
دتماد	14.14	1	43
دلر	8.12	1	43
دپارس	9.69	1	43
دفارا	5.88	1	43
كاسپين	9.68	2	43
دامين	9.67	1	43
كي بي سي	19.65	2	43
هجرت	10.88	2	43
ريشمك	19	2	43
دتوزيع	18.54	2	43
ديران	27.76	1	43
دتوليد	33.82	2	43
دفرا	10.86	1	43
دزهراوي	-102.49	1	43
درازك	11.44	1	43
دكيمي	8.9	1	43
وپخش	11.45	1	43
شفا	10.78	1	43
دكپسول	15.66	2	43
داوه	45.96	2	43
دارو	9.5	1	43
دكوثر	17.71	1	43
دسبحا	11.48	1	43
دبالك	28.45	2	43
والبر	10.41	1	43
دحاوي	10.45	4	43
ددام	86.87	1	43
پخش	17.72	2	43
مارون	7.02	2	44
زنجان	-2273	4	44
وپترو	87.94	1	44
شپاكسا	5.81	1	44
شرنگي	73.75	4	44
دهدشت	-1029	4	44
شدوص	12.74	1	44
شسم	-47.42	4	44
فسا	69.83	4	44
پارس	5.46	1	44
شاملا	9.77	1	44
شوينده	12.92	1	44
شكلر	11	1	44
كازرو	-292.6	4	44
ساينا	9.03	2	44
شكبير	7.37	4	44
شمواد	-588.02	4	44
شسينا	17.85	1	44
پترول	8.66	1	44
شفارا	-150.64	4	44
شپديس	4.84	1	44
جم پيلن	5.49	1	44
نوري	8.15	1	44
پاكشو	14.65	1	44
شصفها	3.72	4	44
شفن	3.41	1	44
شيران	7.6	1	44
شغدير	5.15	2	44
جهرم	84.89	4	44
شستان	-366.67	4	44
جم	5.84	1	44
شپلي	-14.5	4	44
زاگرس	3.97	2	44
شگل	8.99	1	44
داراب	69.91	4	44
شپارس	16.35	1	44
شفارس	58.66	1	44
پارسان	6.26	1	44
شتولي	-0.58	4	44
شاراك	4.73	1	44
شكربن	17.27	1	44
شپترو	-5.64	4	44
فارس	6.33	1	44
شكف	-2.04	4	44
خراسان	4.22	1	44
ممسني	-351.71	4	44
شلعاب	466.64	1	44
شخارك	6.08	1	44
شلرد	-1539	4	44
كرماشا	5.32	1	44
شبصير	5.08	2	44
شتوكا	23.26	2	44
شيراز	5.36	1	44
شجم	19.25	4	44
تاپيكو	6.69	1	44
بالاس	23.64	2	45
خصدرا	74.51	4	45
وپسا	342.67	4	45
بميلا	6.66	4	46
افق	17.08	1	47
قاسم	37.28	2	47
كسعدي	19.41	1	49
كصدف	-79.51	4	49
كلوند	15.47	1	49
كحافظ	-231.53	1	49
كهرام	-51.86	4	49
كترام	23.94	1	49
كپارس	11.74	1	49
كساوه	10.51	1	49
ستران	-2375.83	1	53
سفارس	14.19	1	53
سشرق	7.59	1	53
سدشت	35.31	1	53
سمازن	14.23	1	53
سمتاز	8	4	53
سيلام	110.2	1	53
ساراب	7.55	1	53
سدور	2441	1	53
سخاش	9.15	1	53
ساروج	8.07	4	53
سكارون	-8.05	4	53
ساروم	7.72	1	53
سجام	-5.49	4	53
سكرد	-2435	1	53
سبزوا	7.38	2	53
سفانو	6.44	1	53
سبهان	9.72	1	53
سصفها	50.08	1	53
سهرمز	10.29	1	53
سرود	15.22	1	53
سيدكو	13.04	1	53
سصوفي	13.97	1	53
ساربيل	8.63	1	53
سنير	15.31	1	53
سخزر	8.51	1	53
سخوز	8.23	1	53
سفار	28.11	1	53
سهگمت	12.38	1	53
سلار	705.22	4	53
سباقر	10.03	4	53
سغرب	18.19	1	53
سشمال	10.24	1	53
سخواف	-93.44	4	53
سقاين	22.62	1	53
سكرما	7.69	1	53
سپاها	197.64	1	53
سفارود	-7.11	4	54
كفرا	8.43	1	54
كخاك	9.59	1	54
سايرا	-9.13	4	54
كباده	1.35	4	54
كقزوي	20.77	4	54
كتوكا	7.48	2	54
كايتا	274.25	4	54
سفاسي	-176.94	4	54
كفپارس	-65.43	1	54
كابگن	-2.07	4	54
كپشير	29.53	1	54
كورز	13.38	4	54
كسرا	23.52	1	54
كگاز	22.84	1	54
كهمدا	9.22	1	54
كسرام	-43.2	1	54
كرازي	9.35	1	54
كاذر	10.68	1	54
كفرآور	-52.81	4	54
كساپا	48.77	1	54
كمرجان	85.56	2	54
سپرمي	-3.85	4	54
كمينا	69.96	4	54
گكوثر	34.21	2	55
سمگا	-1639.5	2	55
گكيش	72.53	4	55
گپارس	76.76	4	55
فلات	154.86	4	56
وصنا	4.8	1	56
واتي	8.11	1	56
وگستر	6.53	2	56
واعتبار	5.81	1	56
وتوسم	3.91	1	56
وبرق	33.18	4	56
سنوين	755.4	4	56
وسكاب	3.34	1	56
وصنعت	3.94	1	56
اعتلا	5.83	2	56
وسبحان	4.03	2	56
پرديس	3.86	1	56
سدبير	13.27	2	56
سرچشمه	6.42	2	56
وسپه	5.81	1	56
آريان	23	4	56
وبوعلي	4.28	1	56
وبهمن	11.67	1	56
وكادو	27.33	4	56
معيار 	-15246	4	56
وبيمه	33.49	1	56
گوهران	4.54	2	56
وخارزم	10.49	1	56
وآداك	1415.8	4	56
وتوصا	32.81	1	56
ونيكي	5.71	1	56
وملت	49.54	4	56
وايرا	12.91	4	56
وآرين	3.06	4	56
وساپا	16.56	1	56
وشمال	-35.97	4	56
وجامي	15.07	4	56
سامان	1.81	4	57
وسالت	-12.85	4	57
وشهر	-0.56	4	57
وآيند	13.87	4	57
وبصادر	-6.49	1	57
وپاسار	4.88	1	57
سمايه	-0.06	4	57
وگردش	2.6	4	57
ونوين	-4.08	1	57
وخاور	4.83	1	57
توسعه	11.97	4	57
وپارس	-4.43	1	57
وسينا	15.12	1	57
وكار	10.81	1	57
وپست	-3.84	1	57
وملل	2.7	2	57
وبملت	2.04	1	57
وتجارت	15.66	1	57
ولصنم	9.73	1	58
وليز	-31.29	1	58
وايران	6.7	1	58
ولملت	7.11	1	58
ولغدر	16.42	1	58
ولساپا	10.59	1	58
ولبهمن	13.71	2	58
حسينا	8.08	2	60
حبندر	2.23	4	60
حپترو	79.22	1	60
حپارسا	24.15	2	60
توريل	9.38	2	60
حكشتي	21.35	1	60
حفارس	-303.67	1	60
حتايد	6.66	1	60
حتوكا	87.74	1	60
حرهشا	27.66	4	60
حريل	17.01	2	60
حسير	18.15	2	60
حآسا	52.2	2	60
حاريا	-6.28	4	61
حخزر	13.51	2	61
اخابر	7.77	1	64
همراه	7.56	1	64
ولشرق	10.03	2	65
ولانا	54.68	4	65
وارس	14.18	4	65
واحصا	48.18	4	65
وثنو	16.35	4	65
ولراز	-99.83	4	65
ولتجار	-99.47	4	65
وثوق	22.19	4	65
وسنا	17.7	4	65
ومشان	56.94	4	65
واحيا	11.04	4	65
وآتوس	-104.49	4	65
ما	6.53	1	66
بنو	9.33	4	66
اتكام	11.08	2	66
وآفري	17.01	4	66
كوثر	12.6	2	66
بخاور	10.23	4	66
نوين	7.32	2	66
ودي	5.23	2	66
پارسيان	13.85	1	66
دانا	17.37	1	66
اتكاي	7.19	2	66
ملت	18.57	1	66
وحافظ	-19.02	4	66
البرز	16.39	1	66
ميهن	-213.62	2	66
بپاس	16.85	2	66
ومعلم	52.76	2	66
وسين	-13.85	4	66
وسرمد	13.99	4	66
آسيا	17.38	1	66
بساما	17.29	2	66
كبورس	15.49	1	67
بورس	15.87	1	67
تنوين	6.06	1	67
اكالا	239.36	1	67
كالا	72.89	1	67
لوتوس	6.16	1	67
اميد	6.24	1	67
فرابورس	17.03	2	67
نكالا	60.11	1	67
سخند	3.69	2	68
ثعمرا	36.03	2	70
ثالوند	13.65	2	70
ثنوسا	-36.98	1	70
ثمسكن	21.87	1	70
ثفارس	15.6	1	70
آ س پ	-282.29	2	70
ثباغ	27.24	2	70
ثقزوي	-37.91	4	70
ثجوان	27.97	4	70
ثتوسا	236	4	70
ثشرق	17.13	1	70
وثخوز	-6471.33	4	70
ثاباد	2252.5	1	70
ثنام	47.63	4	70
ثنور	54.05	4	70
ثزاگرس	-19.21	4	70
ثاخت	-34.96	1	70
ثشاهد	12.83	1	70
ثامان	205.77	1	70
ثاصفا	4.71	4	70
ثغرب	262.88	2	70
ثنظام	373.49	4	70
وآذر	-169.48	1	70
وساخت	-80.16	1	70
ثرود	95.8	2	70
ثپرديس	19.35	2	70
ثتران	36.26	2	70
وتوس	66.23	1	70
ثعتما	54.06	4	70
خبازرس	8.32	4	71
پرداخت	10.87	1	72
مرقام	-33.85	1	72
سپ	15.28	1	72
فن آوا	22.22	4	72
افرا	15.8	2	72
مداران	15.66	1	72
رتاپ	8.31	1	72
مفاخر	25.76	2	72
ركيش	9.4	1	72
رانفور	10.91	1	72
تاپكيش	13.29	2	72
سيستم	10.13	1	72
آپ	13.09	1	72
هاي وب	30.67	1	73
رمپنا	14.93	1	74
رتكو	851.04	1	74
رنيك	17.72	2	74
تابا	8.61	4	74
تپولا	-20.71	4	74
وهنر	7.33	4	90
